periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,critical,kategori
201709,2017-07-09,DKI3,68,,13,30,74,7,74,O3,SEDANG
201709,2017-07-09,DKI4,68,,51,13,51,11,68,PM10,SEDANG
201709,2017-07-09,DKI5,---,,21,37,45,12,45,O3,BAIK
201710,2017-07-10,DKI1,52,,17,20,82,4,82,O3,SEDANG
201710,2017-07-10,DKI2,55,,43,14,81,14,81,O3,SEDANG
201710,2017-07-10,DKI3,52,,14,15,134,5,134,O3,TIDAK SEHAT
201710,2017-07-10,DKI4,71,,52,17,76,9,76,O3,SEDANG
201710,2017-07-10,DKI5,---,,18,39,99,7,99,O3,SEDANG
201711,2017-07-11,DKI1,37,,17,19,12,3,37,PM10,BAIK
201711,2017-07-11,DKI2,36,,52,9,25,9,52,SO2,SEDANG
201711,2017-07-11,DKI3,32,,15,16,56,10,56,O3,SEDANG
201711,2017-07-11,DKI4,51,,53,6,---,10,53,SO2,SEDANG
201711,2017-07-11,DKI5,---,,18,31,40,11,40,O3,BAIK
201712,2017-07-12,DKI1,35,,22,19,40,4,40,O3,BAIK
201712,2017-07-12,DKI2,43,,51,10,54,21,54,O3,SEDANG
201712,2017-07-12,DKI3,16,,14,13,77,5,77,O3,SEDANG
201712,2017-07-12,DKI4,41,,31,5,66,8,66,O3,SEDANG
201712,2017-07-12,DKI5,32,,22,29,52,7,52,O3,SEDANG
201707,2017-07-13,DKI1,37,,16,23,103,5,103,O3,TIDAK SEHAT
201707,2017-07-13,DKI2,55,,29,12,94,12,94,O3,SEDANG
201707,2017-07-13,DKI3,51,,12,3,123,5,123,O3,TIDAK SEHAT
201707,2017-07-13,DKI4,57,,50,16,---,9,57,PM10,SEDANG
201707,2017-07-13,DKI5,52,,20,39,107,18,107,O3,TIDAK SEHAT
201707,2017-07-14,DKI1,45,,18,22,71,5,71,O3,SEDANG
201707,2017-07-14,DKI2,68,,30,14,79,15,79,O3,SEDANG
201707,2017-07-14,DKI3,62,,12,4,143,7,143,O3,TIDAK SEHAT
201707,2017-07-14,DKI4,78,,51,21,80,10,80,O3,SEDANG
201707,2017-07-14,DKI5,59,,23,39,94,15,94,O3,SEDANG
201707,2017-07-15,DKI1,40,,17,22,45,5,45,O3,BAIK
201707,2017-07-15,DKI2,73,,30,18,47,16,73,PM10,SEDANG
201707,2017-07-15,DKI3,71,,12,11,72,10,72,O3,SEDANG
201707,2017-07-15,DKI4,71,,49,29,46,7,71,PM10,SEDANG
201707,2017-07-15,DKI5,67,,20,52,46,19,67,PM10,SEDANG
201707,2017-07-16,DKI1,51,,16,21,69,4,69,O3,SEDANG
201707,2017-07-16,DKI2,67,,31,16,90,16,90,O3,SEDANG
201707,2017-07-16,DKI3,67,,12,10,94,8,94,O3,SEDANG
201707,2017-07-16,DKI4,73,,49,32,70,9,73,PM10,SEDANG
201707,2017-07-16,DKI5,60,,20,44,69,19,69,O3,SEDANG
201707,2017-07-17,DKI1,38,,16,19,96,6,96,O3,SEDANG
201707,2017-07-17,DKI2,58,,35,11,120,14,120,O3,TIDAK SEHAT
201707,2017-07-17,DKI3,56,,12,4,97,9,97,O3,SEDANG
201707,2017-07-17,DKI4,70,,50,10,83,6,83,O3,SEDANG
201707,2017-07-17,DKI5,51,,19,35,109,10,109,O3,TIDAK SEHAT
201707,2017-07-18,DKI1,59,,18,26,97,7,97,O3,SEDANG
201707,2017-07-18,DKI2,76,,33,20,80,21,80,O3,SEDANG
201707,2017-07-18,DKI3,65,,12,14,114,13,114,O3,TIDAK SEHAT
201707,2017-07-18,DKI4,94,,51,27,77,13,94,PM10,SEDANG
201707,2017-07-18,DKI5,72,,20,48,87,20,87,O3,SEDANG
201707,2017-07-19,DKI1,86,,20,22,122,9,122,O3,TIDAK SEHAT
201707,2017-07-19,DKI2,87,,37,16,95,19,95,O3,SEDANG
201707,2017-07-19,DKI3,78,,12,5,111,10,111,O3,TIDAK SEHAT
201707,2017-07-19,DKI4,89,,51,20,76,7,89,PM10,SEDANG
201707,2017-07-19,DKI5,69,,25,41,153,15,153,O3,TIDAK SEHAT
201707,2017-07-20,DKI1,53,,15,24,50,7,53,PM10,SEDANG
201707,2017-07-20,DKI2,67,,39,12,62,12,67,PM10,SEDANG
201707,2017-07-20,DKI3,68,,12,4,122,15,122,O3,TIDAK SEHAT
201707,2017-07-20,DKI4,76,,49,22,86,6,86,O3,SEDANG
201707,2017-07-20,DKI5,57,,19,39,86,19,86,O3,SEDANG
201707,2017-07-21,DKI1,43,,13,23,95,5,95,O3,SEDANG
201707,2017-07-21,DKI2,58,,32,11,145,21,145,O3,TIDAK SEHAT
201707,2017-07-21,DKI3,54,,12,3,97,10,97,O3,SEDANG
201707,2017-07-21,DKI4,66,,48,22,122,12,122,O3,TIDAK SEHAT
201707,2017-07-21,DKI5,44,,16,32,98,12,98,O3,SEDANG
201707,2017-07-22,DKI1,49,,17,23,77,9,77,O3,SEDANG
201707,2017-07-22,DKI2,67,,36,11,94,16,94,O3,SEDANG
201707,2017-07-22,DKI3,54,,12,4,155,8,155,O3,TIDAK SEHAT
201707,2017-07-22,DKI4,71,,50,19,108,6,108,O3,TIDAK SEHAT
201707,2017-07-22,DKI5,52,,18,39,94,19,94,O3,SEDANG
201707,2017-07-23,DKI1,45,,14,20,64,4,64,O3,SEDANG
201707,2017-07-23,DKI2,57,,31,11,51,13,57,PM10,SEDANG
201707,2017-07-23,DKI3,54,,12,---,91,6,91,O3,SEDANG
201707,2017-07-23,DKI4,67,,49,14,70,6,70,O3,SEDANG
201707,2017-07-23,DKI5,50,,17,33,77,14,77,O3,SEDANG
201707,2017-07-24,DKI1,46,,13,25,82,5,82,O3,SEDANG
201707,2017-07-24,DKI2,68,,38,21,70,19,70,O3,SEDANG
201707,2017-07-24,DKI3,57,,12,---,91,7,91,O3,SEDANG
201707,2017-07-24,DKI4,75,,50,21,86,8,86,O3,SEDANG
201707,2017-07-24,DKI5,50,,16,40,94,16,94,O3,SEDANG
201707,2017-07-25,DKI1,48,,16,20,56,6,56,O3,SEDANG
201707,2017-07-25,DKI2,58,,32,9,65,11,65,O3,SEDANG
201707,2017-07-25,DKI3,56,,12,---,108,8,108,O3,TIDAK SEHAT
201707,2017-07-25,DKI4,71,,50,14,---,7,71,PM10,SEDANG
201707,2017-07-25,DKI5,50,,18,35,75,17,75,O3,SEDANG
201707,2017-07-26,DKI1,50,,19,19,76,5,76,O3,SEDANG
201707,2017-07-26,DKI2,68,,44,10,61,11,68,PM10,SEDANG
201707,2017-07-26,DKI3,57,,12,4,94,8,94,O3,SEDANG
201707,2017-07-26,DKI4,70,,51,17,59,7,70,PM10,SEDANG
201707,2017-07-26,DKI5,48,,21,42,60,18,60,O3,SEDANG
201707,2017-07-27,DKI1,50,,17,20,85,10,85,O3,SEDANG
201707,2017-07-27,DKI2,65,,34,9,112,15,112,O3,TIDAK SEHAT
201707,2017-07-27,DKI3,52,,12,4,96,7,96,O3,SEDANG
201707,2017-07-27,DKI4,63,,50,15,69,7,69,O3,SEDANG
201707,2017-07-27,DKI5,55,,19,38,118,15,118,O3,TIDAK SEHAT
201707,2017-07-28,DKI1,57,,16,20,70,9,70,O3,SEDANG
201707,2017-07-28,DKI2,58,,32,7,84,15,84,O3,SEDANG
201707,2017-07-28,DKI3,48,,12,2,94,8,94,O3,SEDANG
201707,2017-07-28,DKI4,56,,50,13,58,4,58,O3,SEDANG
201707,2017-07-28,DKI5,53,,19,35,90,12,90,O3,SEDANG
201707,2017-07-29,DKI1,38,,16,18,55,5,55,O3,SEDANG
201707,2017-07-29,DKI2,44,,30,---,45,12,45,O3,BAIK
201707,2017-07-29,DKI3,33,,12,2,71,3,71,O3,SEDANG
201707,2017-07-29,DKI4,50,,50,13,48,5,50,PM10,BAIK
201707,2017-07-29,DKI5,32,,17,31,56,10,56,O3,SEDANG
201707,2017-07-30,DKI1,55,,15,24,87,5,87,O3,SEDANG
201707,2017-07-30,DKI2,61,,37,20,66,17,66,O3,SEDANG
201707,2017-07-30,DKI3,36,,12,1,83,5,83,O3,SEDANG
201707,2017-07-30,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201707,2017-07-30,DKI5,42,,17,38,88,14,88,O3,SEDANG
201707,2017-07-31,DKI1,48,,14,19,74,4,74,O3,SEDANG
201707,2017-07-31,DKI2,51,,30,---,123,12,123,O3,TIDAK SEHAT
201707,2017-07-31,DKI3,53,,12,---,91,7,91,O3,SEDANG
201707,2017-07-31,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201707,2017-07-31,DKI5,41,,17,32,77,9,77,O3,SEDANG
201701,2017-08-01,DKI1,29,,33,17,19,2,33,SO2,BAIK
201701,2017-08-01,DKI2,28,,19,7,52,14,52,O3,SEDANG
201701,2017-08-01,DKI3,37,,31,10,52,5,52,O3,SEDANG
201701,2017-08-01,DKI4,43,,28,14,54,5,54,O3,SEDANG
201701,2017-08-01,DKI5,---,,17,36,37,6,37,O3,BAIK
201702,2017-08-02,DKI1,28,,6,19,23,3,28,PM10,BAIK
201702,2017-08-02,DKI2,25,,19,---,28,12,28,O3,BAIK
201702,2017-08-02,DKI3,26,,31,4,33,---,33,O3,BAIK
201702,2017-08-02,DKI4,25,,29,4,26,5,29,SO2,BAIK
201702,2017-08-02,DKI5,6,,16,30,26,6,30,CO,BAIK
201703,2017-08-03,DKI1,25,,7,22,84,4,84,O3,SEDANG
201703,2017-08-03,DKI2,30,,18,16,67,26,67,O3,SEDANG
201703,2017-08-03,DKI3,30,,32,12,58,7,58,O3,SEDANG
201703,2017-08-03,DKI4,40,,31,11,82,11,82,O3,SEDANG
201703,2017-08-03,DKI5,5,,15,40,71,16,71,O3,SEDANG
201704,2017-08-04,DKI1,17,,8,16,38,1,38,O3,BAIK
201704,2017-08-04,DKI2,23,,15,6,24,6,24,O3,BAIK
201704,2017-08-04,DKI3,16,,32,3,25,---,32,SO2,BAIK
201704,2017-08-04,DKI4,20,,32,5,20,3,32,SO2,BAIK
201704,2017-08-04,DKI5,17,,14,17,17,4,17,PM10,BAIK
201705,2017-08-05,DKI1,55,,10,27,52,3,55,PM10,SEDANG
201705,2017-08-05,DKI2,53,,20,20,47,13,53,PM10,SEDANG
201705,2017-08-05,DKI3,45,,35,16,83,8,83,O3,SEDANG
201705,2017-08-05,DKI4,50,,41,17,53,9,53,O3,SEDANG
201705,2017-08-05,DKI5,52,,15,1,63,20,63,O3,SEDANG
201706,2017-08-06,DKI1,38,,21,18,31,3,38,PM10,BAIK
201706,2017-08-06,DKI2,62,,27,7,34,12,62,PM10,SEDANG
201706,2017-08-06,DKI3,57,,39,9,59,7,59,O3,SEDANG
201706,2017-08-06,DKI4,68,,49,15,---,10,68,PM10,SEDANG
201706,2017-08-06,DKI5,44,,24,32,32,16,44,PM10,BAIK
201707,2017-08-07,DKI1,79,,17,28,94,6,94,O3,SEDANG
201707,2017-08-07,DKI2,83,,29,25,108,22,108,O3,TIDAK SEHAT
201707,2017-08-07,DKI3,98,,12,8,92,9,98,PM10,SEDANG
201707,2017-08-07,DKI4,93,,48,31,79,11,93,PM10,SEDANG
201707,2017-08-07,DKI5,79,,19,70,103,25,103,O3,TIDAK SEHAT
201708,2017-08-08,DKI1,60,,21,19,85,6,85,O3,SEDANG
201708,2017-08-08,DKI2,74,,40,8,74,14,74,PM10,SEDANG
201708,2017-08-08,DKI3,69,,13,---,133,9,133,O3,TIDAK SEHAT
201708,2017-08-08,DKI4,---,,51,19,83,6,83,O3,SEDANG
201708,2017-08-08,DKI5,59,,22,38,89,15,89,O3,SEDANG
201709,2017-08-09,DKI1,54,,20,16,72,3,72,O3,SEDANG
201709,2017-08-09,DKI2,69,,49,5,59,15,69,PM10,SEDANG
201709,2017-08-09,DKI3,64,,14,14,79,7,79,O3,SEDANG
201709,2017-08-09,DKI4,78,,52,11,56,12,78,PM10,SEDANG
201709,2017-08-09,DKI5,57,,22,26,64,8,64,O3,SEDANG
201710,2017-08-10,DKI1,39,,18,19,41,4,41,O3,BAIK
201710,2017-08-10,DKI2,43,,44,10,56,14,56,O3,SEDANG
201710,2017-08-10,DKI3,41,,15,11,97,6,97,O3,SEDANG
201710,2017-08-10,DKI4,66,,52,10,57,9,66,PM10,SEDANG
201710,2017-08-10,DKI5,---,,18,---,64,---,64,O3,SEDANG
201711,2017-08-11,DKI1,53,,19,27,43,5,53,PM10,SEDANG
201711,2017-08-11,DKI2,57,,52,22,39,20,57,PM10,SEDANG
201711,2017-08-11,DKI3,36,,14,21,34,10,36,PM10,BAIK
201711,2017-08-11,DKI4,57,,53,18,49,9,57,PM10,SEDANG
201711,2017-08-11,DKI5,---,,19,47,65,17,65,O3,SEDANG
201712,2017-08-12,DKI1,---,,---,---,---,---,0,,TIDAK ADA DATA
201712,2017-08-12,DKI2,30,,51,7,30,19,51,SO2,SEDANG
201712,2017-08-12,DKI3,10,,14,8,77,3,77,O3,SEDANG
201712,2017-08-12,DKI4,41,,29,---,63,6,63,O3,SEDANG
201712,2017-08-12,DKI5,23,,22,27,46,4,46,O3,BAIK
201708,2017-08-13,DKI1,56,,16,18,56,3,56,PM10,SEDANG
201708,2017-08-13,DKI2,60,,34,9,67,9,67,O3,SEDANG
201708,2017-08-13,DKI3,62,,12,14,101,5,101,O3,TIDAK SEHAT
201708,2017-08-13,DKI4,69,,51,15,62,1,69,PM10,SEDANG
201708,2017-08-13,DKI5,59,,18,28,45,7,59,PM10,SEDANG
201708,2017-08-14,DKI1,58,,15,25,118,5,118,O3,TIDAK SEHAT
201708,2017-08-14,DKI2,66,,34,15,112,18,112,O3,TIDAK SEHAT
201708,2017-08-14,DKI3,68,,12,17,104,5,104,O3,TIDAK SEHAT
201708,2017-08-14,DKI4,80,,51,21,94,5,94,O3,SEDANG
201708,2017-08-14,DKI5,68,,17,35,112,10,112,O3,TIDAK SEHAT
201708,2017-08-15,DKI1,70,,16,23,102,6,102,O3,TIDAK SEHAT
201708,2017-08-15,DKI2,88,,46,20,100,23,100,O3,SEDANG
201708,2017-08-15,DKI3,68,,12,21,120,11,120,O3,TIDAK SEHAT
201708,2017-08-15,DKI4,87,,50,23,66,---,87,PM10,SEDANG
201708,2017-08-15,DKI5,69,,19,38,108,9,108,O3,TIDAK SEHAT
201708,2017-08-16,DKI1,55,,18,19,92,5,92,O3,SEDANG
201708,2017-08-16,DKI2,63,,37,10,76,16,76,O3,SEDANG
201708,2017-08-16,DKI3,59,,13,15,134,10,134,O3,TIDAK SEHAT
201708,2017-08-16,DKI4,66,,51,19,---,3,66,PM10,SEDANG
201708,2017-08-16,DKI5,57,,20,34,87,6,87,O3,SEDANG
201708,2017-08-17,DKI1,39,,18,18,105,5,105,O3,TIDAK SEHAT
201708,2017-08-17,DKI2,64,,38,11,101,15,101,O3,TIDAK SEHAT
201708,2017-08-17,DKI3,53,,13,12,125,11,125,O3,TIDAK SEHAT
201708,2017-08-17,DKI4,72,,51,16,86,3,86,O3,SEDANG
201708,2017-08-17,DKI5,47,,20,35,98,7,98,O3,SEDANG
201708,2017-08-18,DKI1,5,,21,17,63,4,63,O3,SEDANG
201708,2017-08-18,DKI2,65,,39,6,58,10,65,PM10,SEDANG
201708,2017-08-18,DKI3,61,,13,12,129,6,129,O3,TIDAK SEHAT
201708,2017-08-18,DKI4,73,,51,13,62,3,73,PM10,SEDANG
201708,2017-08-18,DKI5,54,,23,34,86,7,86,O3,SEDANG
201708,2017-08-19,DKI1,18,,17,16,49,3,49,O3,BAIK
201708,2017-08-19,DKI2,59,,36,6,57,11,59,PM10,SEDANG
201708,2017-08-19,DKI3,56,,13,10,81,4,81,O3,SEDANG
201708,2017-08-19,DKI4,60,,51,8,56,2,60,PM10,SEDANG
201708,2017-08-19,DKI5,53,,20,31,59,4,59,O3,SEDANG
201708,2017-08-20,DKI1,51,,16,15,83,4,83,O3,SEDANG
201708,2017-08-20,DKI2,50,,33,7,69,6,69,O3,SEDANG
201708,2017-08-20,DKI3,53,,13,10,79,4,79,O3,SEDANG
201708,2017-08-20,DKI4,58,,50,9,62,---,62,O3,SEDANG
201708,2017-08-20,DKI5,47,,18,30,88,4,88,O3,SEDANG
201708,2017-08-21,DKI1,52,,19,18,77,5,77,O3,SEDANG
201708,2017-08-21,DKI2,---,,43,---,---,---,43,SO2,BAIK
201708,2017-08-21,DKI3,58,,13,12,90,5,90,O3,SEDANG
201708,2017-08-21,DKI4,86,,51,15,64,---,86,PM10,SEDANG
201708,2017-08-21,DKI5,54,,22,32,76,8,76,O3,SEDANG
201708,2017-08-22,DKI1,57,,19,19,112,6,112,O3,TIDAK SEHAT
201708,2017-08-22,DKI2,---,,45,---,---,---,45,SO2,BAIK
201708,2017-08-22,DKI3,62,,13,20,137,10,137,O3,TIDAK SEHAT
201708,2017-08-22,DKI4,92,,51,25,91,---,92,PM10,SEDANG
201708,2017-08-22,DKI5,61,,21,42,102,9,102,O3,TIDAK SEHAT
201708,2017-08-23,DKI1,71,,19,21,59,5,71,PM10,SEDANG
201708,2017-08-23,DKI2,---,,47,---,---,---,47,SO2,BAIK
201708,2017-08-23,DKI3,74,,14,17,99,8,99,O3,SEDANG
201708,2017-08-23,DKI4,101,,52,19,51,---,101,PM10,TIDAK SEHAT
201708,2017-08-23,DKI5,75,,22,42,98,10,98,O3,SEDANG
201708,2017-08-24,DKI1,52,,19,18,63,4,63,O3,SEDANG
201708,2017-08-24,DKI2,60,,37,13,57,---,60,PM10,SEDANG
201708,2017-08-24,DKI3,57,,13,10,71,5,71,O3,SEDANG
201708,2017-08-24,DKI4,61,,51,10,50,---,61,PM10,SEDANG
201708,2017-08-24,DKI5,61,,19,37,60,9,61,PM10,SEDANG
201708,2017-08-25,DKI1,53,,19,16,66,4,66,O3,SEDANG
201708,2017-08-25,DKI2,70,,43,---,---,---,70,PM10,SEDANG
201708,2017-08-25,DKI3,51,,13,10,81,5,81,O3,SEDANG
201708,2017-08-25,DKI4,64,,51,9,52,---,64,PM10,SEDANG
201708,2017-08-25,DKI5,47,,19,31,61,4,61,O3,SEDANG
201708,2017-08-26,DKI1,53,,25,19,58,4,58,O3,SEDANG
201708,2017-08-26,DKI2,62,,38,7,61,---,62,PM10,SEDANG
201708,2017-08-26,DKI3,63,,14,15,71,8,71,O3,SEDANG
201708,2017-08-26,DKI4,71,,52,12,48,---,71,PM10,SEDANG
201708,2017-08-26,DKI5,57,,25,37,50,9,57,PM10,SEDANG
201708,2017-08-27,DKI1,62,,20,18,51,6,62,PM10,SEDANG
201708,2017-08-27,DKI2,64,,47,11,52,---,64,PM10,SEDANG
201708,2017-08-27,DKI3,62,,14,12,64,7,64,O3,SEDANG
201708,2017-08-27,DKI4,77,,51,17,41,---,77,PM10,SEDANG
201708,2017-08-27,DKI5,58,,21,37,42,6,58,PM10,SEDANG
201708,2017-08-28,DKI1,56,,18,16,49,5,56,PM10,SEDANG
201708,2017-08-28,DKI2,64,,42,10,44,---,64,PM10,SEDANG
201708,2017-08-28,DKI3,60,,13,14,55,6,60,PM10,SEDANG
201708,2017-08-28,DKI4,66,,51,12,39,---,66,PM10,SEDANG
201708,2017-08-28,DKI5,59,,20,35,41,7,59,PM10,SEDANG
201708,2017-08-29,DKI1,61,,24,21,138,6,138,O3,TIDAK SEHAT
201708,2017-08-29,DKI2,70,,51,11,91,---,91,O3,SEDANG
201708,2017-08-29,DKI3,59,,13,14,154,5,154,O3,TIDAK SEHAT
201708,2017-08-29,DKI4,77,,52,14,103,---,103,O3,TIDAK SEHAT
201708,2017-08-29,DKI5,59,,22,36,131,8,131,O3,TIDAK SEHAT
201708,2017-08-30,DKI1,56,,18,20,48,5,56,PM10,SEDANG
201708,2017-08-30,DKI2,54,,38,8,45,---,54,PM10,SEDANG
201708,2017-08-30,DKI3,52,,13,13,85,12,85,O3,SEDANG
201708,2017-08-30,DKI4,62,,51,13,45,---,62,PM10,SEDANG
201708,2017-08-30,DKI5,57,,19,34,60,16,60,O3,SEDANG
201708,2017-08-31,DKI1,51,,18,16,64,5,64,O3,SEDANG
201708,2017-08-31,DKI2,58,,39,8,81,---,81,O3,SEDANG
201708,2017-08-31,DKI3,58,,14,14,82,5,82,O3,SEDANG
201708,2017-08-31,DKI4,74,,51,13,68,8,74,PM10,SEDANG
201708,2017-08-31,DKI5,54,,19,31,64,11,64,O3,SEDANG
201701,2017-09-01,DKI1,29,,32,23,13,2,32,SO2,BAIK
201701,2017-09-01,DKI2,25,,18,6,48,11,48,O3,BAIK
201701,2017-09-01,DKI3,30,,31,6,68,4,68,O3,SEDANG
201701,2017-09-01,DKI4,38,,27,10,55,4,55,O3,SEDANG
201701,2017-09-01,DKI5,---,,16,34,37,7,37,O3,BAIK
201702,2017-09-02,DKI1,41,,6,20,22,2,41,PM10,BAIK
201702,2017-09-02,DKI2,35,,18,11,41,14,41,O3,BAIK
201702,2017-09-02,DKI3,23,,31,6,28,3,31,SO2,BAIK
201702,2017-09-02,DKI4,31,,29,8,15,3,31,PM10,BAIK
201702,2017-09-02,DKI5,7,,15,32,17,7,32,CO,BAIK
201703,2017-09-03,DKI1,53,,12,22,101,6,101,O3,TIDAK SEHAT
201703,2017-09-03,DKI2,51,,24,12,119,16,119,O3,TIDAK SEHAT
201703,2017-09-03,DKI3,44,,33,11,95,12,95,O3,SEDANG
201703,2017-09-03,DKI4,53,,31,8,110,24,110,O3,TIDAK SEHAT
201703,2017-09-03,DKI5,5,,16,34,87,10,87,O3,SEDANG
201704,2017-09-04,DKI1,23,,7,14,31,1,31,O3,BAIK
201704,2017-09-04,DKI2,22,,15,4,29,13,29,O3,BAIK
201704,2017-09-04,DKI3,23,,33,6,31,3,33,SO2,BAIK
201704,2017-09-04,DKI4,30,,32,6,19,4,32,SO2,BAIK
201704,2017-09-04,DKI5,21,,14,21,31,5,31,O3,BAIK
201705,2017-09-05,DKI1,54,,11,30,42,5,54,PM10,SEDANG
201705,2017-09-05,DKI2,68,,37,19,44,17,68,PM10,SEDANG
201705,2017-09-05,DKI3,58,,35,18,77,8,77,O3,SEDANG
201705,2017-09-05,DKI4,69,,42,---,47,14,69,PM10,SEDANG
201705,2017-09-05,DKI5,60,,16,1,54,20,60,PM10,SEDANG
201706,2017-09-06,DKI1,51,,20,17,47,3,51,PM10,SEDANG
201706,2017-09-06,DKI2,64,,32,9,39,12,64,PM10,SEDANG
201706,2017-09-06,DKI3,58,,39,8,75,7,75,O3,SEDANG
201706,2017-09-06,DKI4,69,,47,16,---,11,69,PM10,SEDANG
201706,2017-09-06,DKI5,45,,22,32,54,16,54,O3,SEDANG
201707,2017-09-07,DKI1,38,,15,16,58,3,58,O3,SEDANG
201707,2017-09-07,DKI2,55,,27,6,63,9,63,O3,SEDANG
201707,2017-09-07,DKI3,59,,11,2,65,7,65,O3,SEDANG
201707,2017-09-07,DKI4,62,,47,13,65,6,65,O3,SEDANG
201707,2017-09-07,DKI5,51,,18,33,93,11,93,O3,SEDANG
201708,2017-09-08,DKI1,56,,16,23,141,6,141,O3,TIDAK SEHAT
201708,2017-09-08,DKI2,68,,34,19,153,17,153,O3,TIDAK SEHAT
201708,2017-09-08,DKI3,59,,12,---,88,6,88,O3,SEDANG
201708,2017-09-08,DKI4,---,,51,24,109,7,109,O3,TIDAK SEHAT
201708,2017-09-08,DKI5,63,,18,39,97,9,97,O3,SEDANG
201709,2017-09-09,DKI1,55,,21,16,64,4,64,O3,SEDANG
201709,2017-09-09,DKI2,56,,43,5,52,13,56,PM10,SEDANG
201709,2017-09-09,DKI3,59,,14,14,96,8,96,O3,SEDANG
201709,2017-09-09,DKI4,72,,52,11,61,10,72,PM10,SEDANG
201709,2017-09-09,DKI5,57,,23,34,71,10,71,O3,SEDANG
201710,2017-09-10,DKI1,53,,17,19,68,5,68,O3,SEDANG
201710,2017-09-10,DKI2,54,,46,16,66,15,66,O3,SEDANG
201710,2017-09-10,DKI3,50,,14,15,74,6,74,O3,SEDANG
201710,2017-09-10,DKI4,72,,52,17,64,13,72,PM10,SEDANG
201710,2017-09-10,DKI5,---,,18,38,79,6,79,O3,SEDANG
201711,2017-09-11,DKI1,52,,19,21,56,4,56,O3,SEDANG
201711,2017-09-11,DKI2,45,,49,11,75,16,75,O3,SEDANG
201711,2017-09-11,DKI3,56,,14,20,31,6,56,PM10,SEDANG
201711,2017-09-11,DKI4,59,,53,15,---,10,59,PM10,SEDANG
201711,2017-09-11,DKI5,48,,21,34,58,8,58,O3,SEDANG
201712,2017-09-12,DKI1,---,,---,---,---,---,0,,TIDAK ADA DATA
201712,2017-09-12,DKI2,22,,51,11,32,14,51,SO2,SEDANG
201712,2017-09-12,DKI3,9,,15,7,73,4,73,O3,SEDANG
201712,2017-09-12,DKI4,21,,27,---,28,5,28,O3,BAIK
201712,2017-09-12,DKI5,25,,20,29,39,5,39,O3,BAIK
201709,2017-09-13,DKI1,59,,19,21,113,6,113,O3,TIDAK SEHAT
201709,2017-09-13,DKI2,59,,46,17,145,21,145,O3,TIDAK SEHAT
201709,2017-09-13,DKI3,50,,14,10,140,5,140,O3,TIDAK SEHAT
201709,2017-09-13,DKI4,71,,53,14,120,11,120,O3,TIDAK SEHAT
201709,2017-09-13,DKI5,54,,19,30,100,9,100,O3,SEDANG
201709,2017-09-14,DKI1,68,,23,21,86,6,86,O3,SEDANG
201709,2017-09-14,DKI2,64,,46,12,95,17,95,O3,SEDANG
201709,2017-09-14,DKI3,72,,15,20,140,10,140,O3,TIDAK SEHAT
201709,2017-09-14,DKI4,89,,53,18,105,11,105,O3,TIDAK SEHAT
201709,2017-09-14,DKI5,---,,22,36,119,9,119,O3,TIDAK SEHAT
201709,2017-09-15,DKI1,65,,20,21,88,6,88,O3,SEDANG
201709,2017-09-15,DKI2,69,,48,17,85,23,85,O3,SEDANG
201709,2017-09-15,DKI3,64,,14,20,144,10,144,O3,TIDAK SEHAT
201709,2017-09-15,DKI4,93,,52,23,99,11,99,O3,SEDANG
201709,2017-09-15,DKI5,65,,21,31,93,10,93,O3,SEDANG
201709,2017-09-16,DKI1,59,,18,18,66,5,66,O3,SEDANG
201709,2017-09-16,DKI2,56,,---,10,66,11,66,O3,SEDANG
201709,2017-09-16,DKI3,69,,13,20,69,10,69,PM10,SEDANG
201709,2017-09-16,DKI4,75,,52,16,57,12,75,PM10,SEDANG
201709,2017-09-16,DKI5,61,,20,24,73,6,73,O3,SEDANG
201709,2017-09-17,DKI1,53,,19,15,78,3,78,O3,SEDANG
201709,2017-09-17,DKI2,54,,---,6,76,13,76,O3,SEDANG
201709,2017-09-17,DKI3,52,,13,10,76,7,76,O3,SEDANG
201709,2017-09-17,DKI4,60,,52,11,56,9,60,PM10,SEDANG
201709,2017-09-17,DKI5,57,,19,26,78,8,78,O3,SEDANG
201709,2017-09-18,DKI1,---,,---,---,---,---,0,,TIDAK ADA DATA
201709,2017-09-18,DKI2,53,,---,5,48,11,53,PM10,SEDANG
201709,2017-09-18,DKI3,55,,14,13,72,8,72,O3,SEDANG
201709,2017-09-18,DKI4,66,,52,8,40,10,66,PM10,SEDANG
201709,2017-09-18,DKI5,55,,21,25,46,9,55,PM10,SEDANG
201709,2017-09-19,DKI1,57,,20,16,77,6,77,O3,SEDANG
201709,2017-09-19,DKI2,52,,---,5,68,10,68,O3,SEDANG
201709,2017-09-19,DKI3,67,,14,13,88,7,88,O3,SEDANG
201709,2017-09-19,DKI4,60,,52,7,79,7,79,O3,SEDANG
201709,2017-09-19,DKI5,52,,20,22,77,7,77,O3,SEDANG
201709,2017-09-20,DKI1,57,,18,17,63,5,63,O3,SEDANG
201709,2017-09-20,DKI2,53,,---,4,68,8,68,O3,SEDANG
201709,2017-09-20,DKI3,57,,14,11,121,15,121,O3,TIDAK SEHAT
201709,2017-09-20,DKI4,58,,52,7,83,7,83,O3,SEDANG
