periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,critical,kategori
201704,2017-04-26,DKI2,41,,20,7,37,10,41,PM10,BAIK
201704,2017-04-26,DKI3,44,,34,9,51,7,51,O3,SEDANG
201704,2017-04-26,DKI4,57,,34,6,36,8,57,PM10,SEDANG
201704,2017-04-26,DKI5,32,,15,11,57,11,57,O3,SEDANG
201704,2017-04-27,DKI1,61,,11,33,82,6,82,O3,SEDANG
201704,2017-04-27,DKI2,54,,19,24,64,25,64,O3,SEDANG
201704,2017-04-27,DKI3,49,,34,15,65,5,65,O3,SEDANG
201704,2017-04-27,DKI4,66,,34,35,63,10,66,PM10,SEDANG
201704,2017-04-27,DKI5,53,,16,---,78,---,78,O3,SEDANG
201704,2017-04-28,DKI1,53,,10,28,51,5,53,PM10,SEDANG
201704,2017-04-28,DKI2,52,,26,16,88,24,88,O3,SEDANG
201704,2017-04-28,DKI3,47,,35,8,58,6,58,O3,SEDANG
201704,2017-04-28,DKI4,56,,34,14,63,8,63,O3,SEDANG
201704,2017-04-28,DKI5,51,,15,---,54,---,54,O3,SEDANG
201704,2017-04-29,DKI1,39,,10,17,32,2,39,PM10,BAIK
201704,2017-04-29,DKI2,51,,30,14,48,14,51,PM10,SEDANG
201704,2017-04-29,DKI3,39,,35,10,34,5,39,PM10,BAIK
201704,2017-04-29,DKI4,54,,40,9,28,10,54,PM10,SEDANG
201704,2017-04-29,DKI5,45,,15,1,---,7,45,PM10,BAIK
201704,2017-04-30,DKI1,43,,11,18,89,3,89,O3,SEDANG
201704,2017-04-30,DKI2,56,,23,17,139,14,139,O3,TIDAK SEHAT
201704,2017-04-30,DKI3,32,,35,7,76,4,76,O3,SEDANG
201704,2017-04-30,DKI4,63,,43,11,91,10,91,O3,SEDANG
201704,2017-04-30,DKI5,50,,16,1,68,9,68,O3,SEDANG
201701,2017-05-01,DKI1,29,,32,25,14,2,32,SO2,BAIK
201701,2017-05-01,DKI2,28,,16,6,57,12,57,O3,SEDANG
201701,2017-05-01,DKI3,54,,30,16,68,9,68,O3,SEDANG
201701,2017-05-01,DKI4,48,,27,16,67,9,67,O3,SEDANG
201701,2017-05-01,DKI5,---,,17,35,35,7,35,CO,BAIK
201702,2017-05-02,DKI1,22,,---,15,37,2,37,O3,BAIK
201702,2017-05-02,DKI2,21,,18,5,37,5,37,O3,BAIK
201702,2017-05-02,DKI3,---,,---,---,---,---,---,---,TIDAK ADA DATA
201702,2017-05-02,DKI4,23,,28,---,18,2,28,SO2,BAIK
201702,2017-05-02,DKI5,6,,13,26,21,3,26,CO,BAIK
201703,2017-05-03,DKI1,51,,7,24,53,4,53,O3,SEDANG
201703,2017-05-03,DKI2,47,,18,19,---,16,47,PM10,BAIK
201703,2017-05-03,DKI3,48,,32,16,107,9,107,O3,TIDAK SEHAT
201703,2017-05-03,DKI4,60,,31,20,60,12,60,PM10,SEDANG
201703,2017-05-03,DKI5,6,,16,41,56,10,56,O3,SEDANG
201704,2017-05-04,DKI1,31,,12,24,6,4,31,PM10,BAIK
201704,2017-05-04,DKI2,36,,15,18,51,15,51,O3,SEDANG
201704,2017-05-04,DKI3,48,,33,16,35,7,48,PM10,BAIK
201704,2017-05-04,DKI4,53,,32,30,41,7,53,PM10,SEDANG
201704,2017-05-04,DKI5,32,,14,38,38,12,38,CO,BAIK
201705,2017-05-05,DKI1,51,,11,23,53,4,53,O3,SEDANG
201705,2017-05-05,DKI2,49,,23,15,58,16,58,O3,SEDANG
201705,2017-05-05,DKI3,37,,34,13,94,6,94,O3,SEDANG
201705,2017-05-05,DKI4,56,,42,12,58,11,58,O3,SEDANG
201705,2017-05-05,DKI5,51,,16,1,61,13,61,O3,SEDANG
201706,2017-05-06,DKI1,36,,12,28,55,5,55,O3,SEDANG
201706,2017-05-06,DKI2,74,,50,15,61,17,74,PM10,SEDANG
201706,2017-05-06,DKI3,57,,35,9,98,7,98,O3,SEDANG
201706,2017-05-06,DKI4,82,,45,21,72,10,82,PM10,SEDANG
201706,2017-05-06,DKI5,60,,17,45,76,16,76,O3,SEDANG
201707,2017-05-07,DKI1,60,,13,18,80,6,80,O3,SEDANG
201707,2017-05-07,DKI2,64,,25,8,82,11,82,O3,SEDANG
201707,2017-05-07,DKI3,59,,11,3,84,6,84,O3,SEDANG
201707,2017-05-07,DKI4,70,,47,12,72,5,72,O3,SEDANG
201707,2017-05-07,DKI5,51,,18,29,86,14,86,O3,SEDANG
201708,2017-05-08,DKI1,62,,18,19,90,7,90,O3,SEDANG
201708,2017-05-08,DKI2,62,,39,12,88,15,88,O3,SEDANG
201708,2017-05-08,DKI3,69,,12,5,94,14,94,O3,SEDANG
201708,2017-05-08,DKI4,79,,51,19,79,4,79,PM10,SEDANG
201708,2017-05-08,DKI5,62,,21,37,69,10,69,O3,SEDANG
201709,2017-05-09,DKI1,52,,17,19,79,6,79,O3,SEDANG
201709,2017-05-09,DKI2,57,,37,8,92,12,92,O3,SEDANG
201709,2017-05-09,DKI3,65,,14,13,89,6,89,O3,SEDANG
201709,2017-05-09,DKI4,64,,52,9,64,9,64,PM10,SEDANG
201709,2017-05-09,DKI5,61,,19,---,75,---,75,O3,SEDANG
201710,2017-05-10,DKI1,60,,18,21,49,5,60,PM10,SEDANG
201710,2017-05-10,DKI2,69,,51,12,50,17,69,PM10,SEDANG
201710,2017-05-10,DKI3,53,,13,17,77,7,77,O3,SEDANG
201710,2017-05-10,DKI4,66,,52,16,50,9,66,PM10,SEDANG
201710,2017-05-10,DKI5,---,,19,40,56,9,56,O3,SEDANG
201711,2017-05-11,DKI1,64,,20,27,57,9,64,PM10,SEDANG
201711,2017-05-11,DKI2,67,,52,18,52,18,67,PM10,SEDANG
201711,2017-05-11,DKI3,53,,15,13,32,8,53,PM10,SEDANG
201711,2017-05-11,DKI4,72,,53,7,63,12,72,PM10,SEDANG
201711,2017-05-11,DKI5,---,,18,43,81,10,81,O3,SEDANG
201712,2017-05-12,DKI1,30,,19,18,29,4,30,PM10,BAIK
201712,2017-05-12,DKI2,25,,50,8,38,7,50,SO2,BAIK
201712,2017-05-12,DKI3,19,,---,13,44,4,44,O3,BAIK
201712,2017-05-12,DKI4,37,,27,7,50,6,50,O3,BAIK
201712,2017-05-12,DKI5,28,,18,27,27,4,28,PM10,BAIK
201705,2017-05-13,DKI1,59,,12,20,80,5,80,O3,SEDANG
201705,2017-05-13,DKI2,59,,24,13,70,12,70,O3,SEDANG
201705,2017-05-13,DKI3,59,,35,10,105,12,105,O3,TIDAK SEHAT
201705,2017-05-13,DKI4,70,,42,11,76,8,76,O3,SEDANG
201705,2017-05-13,DKI5,56,,17,39,80,14,80,O3,SEDANG
201705,2017-05-14,DKI1,50,,12,20,76,3,76,O3,SEDANG
201705,2017-05-14,DKI2,53,,20,8,73,22,73,O3,SEDANG
201705,2017-05-14,DKI3,60,,35,9,92,6,92,O3,SEDANG
201705,2017-05-14,DKI4,71,,41,13,67,10,71,PM10,SEDANG
201705,2017-05-14,DKI5,58,,18,38,76,13,76,O3,SEDANG
201705,2017-05-15,DKI1,20,,15,19,91,5,91,O3,SEDANG
201705,2017-05-15,DKI2,75,,43,10,61,16,75,PM10,SEDANG
201705,2017-05-15,DKI3,66,,38,13,115,11,115,O3,TIDAK SEHAT
201705,2017-05-15,DKI4,85,,46,12,83,10,85,PM10,SEDANG
201705,2017-05-15,DKI5,67,,20,41,93,14,93,O3,SEDANG
201705,2017-05-16,DKI1,53,,11,21,78,6,78,O3,SEDANG
201705,2017-05-16,DKI2,73,,26,10,67,15,73,PM10,SEDANG
201705,2017-05-16,DKI3,67,,36,13,108,7,108,O3,TIDAK SEHAT
201705,2017-05-16,DKI4,88,,44,12,93,9,93,O3,SEDANG
201705,2017-05-16,DKI5,70,,17,41,105,14,105,O3,TIDAK SEHAT
201705,2017-05-17,DKI1,60,,11,24,56,7,60,PM10,SEDANG
201705,2017-05-17,DKI2,69,,22,9,80,15,80,O3,SEDANG
201705,2017-05-17,DKI3,78,,35,14,93,11,93,O3,SEDANG
201705,2017-05-17,DKI4,102,,44,15,---,15,102,PM10,TIDAK SEHAT
201705,2017-05-17,DKI5,73,,17,46,90,19,90,O3,SEDANG
201705,2017-05-18,DKI1,56,,11,20,81,9,81,O3,SEDANG
201705,2017-05-18,DKI2,66,,19,8,73,12,73,O3,SEDANG
201705,2017-05-18,DKI3,61,,34,7,72,10,72,O3,SEDANG
201705,2017-05-18,DKI4,76,,42,8,73,7,76,PM10,SEDANG
201705,2017-05-18,DKI5,52,,17,37,124,13,124,O3,TIDAK SEHAT
201705,2017-05-19,DKI1,46,,11,23,85,7,85,O3,SEDANG
201705,2017-05-19,DKI2,67,,19,15,89,14,89,O3,SEDANG
201705,2017-05-19,DKI3,97,,35,24,120,9,120,O3,TIDAK SEHAT
201705,2017-05-19,DKI4,83,,44,15,77,9,83,PM10,SEDANG
201705,2017-05-19,DKI5,69,,18,61,126,18,126,O3,TIDAK SEHAT
201705,2017-05-20,DKI1,59,,15,18,64,6,64,O3,SEDANG
201705,2017-05-20,DKI2,76,,34,10,65,16,76,PM10,SEDANG
201705,2017-05-20,DKI3,68,,36,12,111,7,111,O3,TIDAK SEHAT
201705,2017-05-20,DKI4,91,,44,8,84,10,91,PM10,SEDANG
201705,2017-05-20,DKI5,70,,19,49,85,17,85,O3,SEDANG
201705,2017-05-21,DKI1,51,,14,19,53,3,53,O3,SEDANG
201705,2017-05-21,DKI2,58,,23,12,60,13,60,O3,SEDANG
201705,2017-05-21,DKI3,61,,36,9,89,7,89,O3,SEDANG
201705,2017-05-21,DKI4,80,,46,10,56,15,80,PM10,SEDANG
201705,2017-05-21,DKI5,53,,16,33,71,11,71,O3,SEDANG
201705,2017-05-22,DKI1,35,,14,19,53,5,53,O3,SEDANG
201705,2017-05-22,DKI2,59,,22,7,69,12,69,O3,SEDANG
201705,2017-05-22,DKI3,59,,37,7,98,9,98,O3,SEDANG
201705,2017-05-22,DKI4,65,,45,6,56,8,65,PM10,SEDANG
201705,2017-05-22,DKI5,53,,19,36,58,13,58,O3,SEDANG
201705,2017-05-23,DKI1,44,,13,21,85,11,85,O3,SEDANG
201705,2017-05-23,DKI2,64,,25,13,92,16,92,O3,SEDANG
201705,2017-05-23,DKI3,62,,35,9,88,8,88,O3,SEDANG
201705,2017-05-23,DKI4,70,,44,7,75,11,75,O3,SEDANG
201705,2017-05-23,DKI5,52,,18,36,109,15,109,O3,TIDAK SEHAT
201705,2017-05-24,DKI1,61,,17,20,82,8,82,O3,SEDANG
201705,2017-05-24,DKI2,73,,33,13,85,15,85,O3,SEDANG
201705,2017-05-24,DKI3,76,,38,11,102,11,102,O3,TIDAK SEHAT
201705,2017-05-24,DKI4,82,,44,9,---,9,82,PM10,SEDANG
201705,2017-05-24,DKI5,61,,20,40,96,16,96,O3,SEDANG
201705,2017-05-25,DKI1,69,,14,19,87,4,87,O3,SEDANG
201705,2017-05-25,DKI2,74,,28,10,69,15,74,PM10,SEDANG
201705,2017-05-25,DKI3,70,,37,8,91,5,91,O3,SEDANG
201705,2017-05-25,DKI4,95,,44,7,---,7,95,PM10,SEDANG
201705,2017-05-25,DKI5,64,,16,38,83,17,83,O3,SEDANG
201705,2017-05-26,DKI1,54,,13,20,134,9,134,O3,TIDAK SEHAT
201705,2017-05-26,DKI2,72,,35,15,151,12,151,O3,TIDAK SEHAT
201705,2017-05-26,DKI3,73,,37,11,102,7,102,O3,TIDAK SEHAT
201705,2017-05-26,DKI4,83,,45,9,---,8,83,PM10,SEDANG
201705,2017-05-26,DKI5,68,,18,46,123,14,123,O3,TIDAK SEHAT
201705,2017-05-27,DKI1,69,,14,24,79,8,79,O3,SEDANG
201705,2017-05-27,DKI2,78,,31,11,105,16,105,O3,TIDAK SEHAT
201705,2017-05-27,DKI3,78,,37,9,164,9,164,O3,TIDAK SEHAT
201705,2017-05-27,DKI4,107,,46,---,98,18,107,PM10,TIDAK SEHAT
201705,2017-05-27,DKI5,73,,20,44,118,18,118,O3,TIDAK SEHAT
201705,2017-05-28,DKI1,58,,15,16,65,4,65,O3,SEDANG
201705,2017-05-28,DKI2,59,,27,6,51,11,59,PM10,SEDANG
201705,2017-05-28,DKI3,61,,38,6,79,5,79,O3,SEDANG
201705,2017-05-28,DKI4,63,,46,---,62,7,63,PM10,SEDANG
201705,2017-05-28,DKI5,55,,20,33,72,13,72,O3,SEDANG
201705,2017-05-29,DKI1,36,,12,20,31,3,36,PM10,BAIK
201705,2017-05-29,DKI2,53,,37,8,30,7,53,PM10,SEDANG
201705,2017-05-29,DKI3,59,,35,6,62,5,62,O3,SEDANG
201705,2017-05-29,DKI4,63,,43,13,---,5,63,PM10,SEDANG
201705,2017-05-29,DKI5,55,,18,34,40,10,55,PM10,SEDANG
201705,2017-05-30,DKI1,61,,18,23,29,3,61,PM10,SEDANG
201705,2017-05-30,DKI2,56,,27,18,39,15,56,PM10,SEDANG
201705,2017-05-30,DKI3,57,,38,10,52,6,57,PM10,SEDANG
201705,2017-05-30,DKI4,62,,48,18,---,8,62,PM10,SEDANG
201705,2017-05-30,DKI5,52,,22,40,37,15,52,PM10,SEDANG
201705,2017-05-31,DKI1,56,,15,17,26,3,56,PM10,SEDANG
201705,2017-05-31,DKI2,51,,26,12,31,12,51,PM10,SEDANG
201705,2017-05-31,DKI3,51,,37,6,56,8,56,O3,SEDANG
201705,2017-05-31,DKI4,56,,45,11,---,6,56,PM10,SEDANG
201705,2017-05-31,DKI5,37,,21,31,31,15,37,PM10,BAIK
201701,2017-06-01,DKI1,21,,31,24,18,2,31,SO2,BAIK
201701,2017-06-01,DKI2,29,,17,11,62,13,62,O3,SEDANG
201701,2017-06-01,DKI3,34,,30,9,65,8,65,O3,SEDANG
201701,2017-06-01,DKI4,38,,26,10,64,7,64,O3,SEDANG
201701,2017-06-01,DKI5,---,,17,34,41,6,41,O3,BAIK
201702,2017-06-02,DKI1,25,,---,16,26,1,26,O3,BAIK
201702,2017-06-02,DKI2,22,,18,6,34,7,34,O3,BAIK
201702,2017-06-02,DKI3,---,,---,---,---,---,---,---,TIDAK ADA DATA
201702,2017-06-02,DKI4,17,,28,---,18,2,28,SO2,BAIK
201702,2017-06-02,DKI5,3,,13,26,16,2,26,CO,BAIK
201703,2017-06-03,DKI1,42,,8,19,44,3,44,O3,BAIK
201703,2017-06-03,DKI2,30,,15,10,60,12,60,O3,SEDANG
201703,2017-06-03,DKI3,47,,32,10,63,5,63,O3,SEDANG
201703,2017-06-03,DKI4,52,,30,8,58,7,58,O3,SEDANG
201703,2017-06-03,DKI5,5,,18,38,47,11,47,O3,BAIK
201704,2017-06-04,DKI1,33,,10,16,6,2,33,PM10,BAIK
201704,2017-06-04,DKI2,23,,15,7,25,6,25,O3,BAIK
201704,2017-06-04,DKI3,16,,33,4,28,2,33,SO2,BAIK
201704,2017-06-04,DKI4,23,,32,4,18,3,32,SO2,BAIK
201704,2017-06-04,DKI5,14,,15,26,17,5,26,CO,BAIK
201705,2017-06-05,DKI1,49,,10,22,31,5,49,PM10,BAIK
201705,2017-06-05,DKI2,56,,48,15,44,20,56,PM10,SEDANG
201705,2017-06-05,DKI3,45,,35,14,71,11,71,O3,SEDANG
201705,2017-06-05,DKI4,48,,40,12,---,9,48,PM10,BAIK
201705,2017-06-05,DKI5,50,,18,1,44,16,50,PM10,BAIK
201706,2017-06-06,DKI1,31,,12,19,63,6,63,O3,SEDANG
201706,2017-06-06,DKI2,50,,---,---,---,---,50,PM10,BAIK
201706,2017-06-06,DKI3,49,,36,6,84,6,84,O3,SEDANG
201706,2017-06-06,DKI4,53,,44,16,65,13,65,O3,SEDANG
201706,2017-06-06,DKI5,36,,16,37,76,15,76,O3,SEDANG
201707,2017-06-07,DKI1,49,,14,19,90,7,90,O3,SEDANG
201707,2017-06-07,DKI2,57,,30,8,87,18,87,O3,SEDANG
201707,2017-06-07,DKI3,55,,11,5,93,6,93,O3,SEDANG
201707,2017-06-07,DKI4,59,,49,11,87,7,87,O3,SEDANG
201707,2017-06-07,DKI5,53,,17,33,93,15,93,O3,SEDANG
201708,2017-06-08,DKI1,61,,18,19,90,5,90,O3,SEDANG
201708,2017-06-08,DKI2,67,,39,10,84,13,84,O3,SEDANG
201708,2017-06-08,DKI3,66,,12,2,116,9,116,O3,TIDAK SEHAT
201708,2017-06-08,DKI4,81,,51,19,80,4,81,PM10,SEDANG
201708,2017-06-08,DKI5,61,,20,39,60,8,61,PM10,SEDANG
201709,2017-06-09,DKI1,57,,17,19,57,4,57,PM10,SEDANG
201709,2017-06-09,DKI2,60,,37,11,56,19,60,PM10,SEDANG
201709,2017-06-09,DKI3,46,,13,14,88,5,88,O3,SEDANG
201709,2017-06-09,DKI4,66,,51,18,55,12,66,PM10,SEDANG
201709,2017-06-09,DKI5,54,,18,39,62,10,62,O3,SEDANG
201710,2017-06-10,DKI1,48,,20,16,36,4,48,PM10,BAIK
201710,2017-06-10,DKI2,55,,46,6,41,13,55,PM10,SEDANG
201710,2017-06-10,DKI3,53,,13,15,87,8,87,O3,SEDANG
201710,2017-06-10,DKI4,62,,52,8,56,8,62,PM10,SEDANG
201710,2017-06-10,DKI5,---,,21,40,51,9,51,O3,SEDANG
201711,2017-06-11,DKI1,32,,17,16,49,3,49,O3,BAIK
201711,2017-06-11,DKI2,43,,50,8,39,12,50,SO2,BAIK
201711,2017-06-11,DKI3,52,,14,22,21,7,52,PM10,SEDANG
201711,2017-06-11,DKI4,54,,53,---,---,7,54,PM10,SEDANG
201711,2017-06-11,DKI5,---,,18,32,62,8,62,O3,SEDANG
201712,2017-06-12,DKI1,28,,20,19,78,6,78,O3,SEDANG
201712,2017-06-12,DKI2,37,,51,10,95,21,95,O3,SEDANG
201712,2017-06-12,DKI3,12,,---,12,61,3,61,O3,SEDANG
201712,2017-06-12,DKI4,43,,28,6,86,7,86,O3,SEDANG
201712,2017-06-12,DKI5,31,,19,29,49,6,49,O3,BAIK
201706,2017-06-13,DKI1,54,,14,23,70,6,70,O3,SEDANG
201706,2017-06-13,DKI2,69,,38,15,54,13,69,PM10,SEDANG
201706,2017-06-13,DKI3,77,,36,13,67,7,77,PM10,SEDANG
201706,2017-06-13,DKI4,84,,46,23,---,11,84,PM10,SEDANG
201706,2017-06-13,DKI5,60,,18,46,90,17,90,O3,SEDANG
201706,2017-06-14,DKI1,54,,12,20,49,7,54,PM10,SEDANG
201706,2017-06-14,DKI2,53,,26,16,87,19,87,O3,SEDANG
201706,2017-06-14,DKI3,55,,35,8,96,7,96,O3,SEDANG
201706,2017-06-14,DKI4,54,,44,16,---,11,54,PM10,SEDANG
201706,2017-06-14,DKI5,48,,17,34,61,14,61,O3,SEDANG
201706,2017-06-15,DKI1,51,,13,20,44,5,51,PM10,SEDANG
201706,2017-06-15,DKI2,67,,26,11,54,14,67,PM10,SEDANG
201706,2017-06-15,DKI3,64,,36,9,72,7,72,O3,SEDANG
201706,2017-06-15,DKI4,74,,47,17,---,9,74,PM10,SEDANG
201706,2017-06-15,DKI5,54,,20,35,62,13,62,O3,SEDANG
201706,2017-06-16,DKI1,50,,16,18,32,2,50,PM10,BAIK
201706,2017-06-16,DKI2,57,,25,7,44,9,57,PM10,SEDANG
201706,2017-06-16,DKI3,61,,35,16,46,6,61,PM10,SEDANG
201706,2017-06-16,DKI4,74,,47,19,---,6,74,PM10,SEDANG
201706,2017-06-16,DKI5,51,,20,38,29,15,51,PM10,SEDANG
201706,2017-06-17,DKI1,42,,15,18,55,3,55,O3,SEDANG
201706,2017-06-17,DKI2,59,,26,6,48,13,59,PM10,SEDANG
201706,2017-06-17,DKI3,61,,---,7,85,6,85,O3,SEDANG
201706,2017-06-17,DKI4,67,,48,12,63,7,67,PM10,SEDANG
201706,2017-06-17,DKI5,44,,21,31,65,16,65,O3,SEDANG
201706,2017-06-18,DKI1,51,,12,24,67,3,67,O3,SEDANG
201706,2017-06-18,DKI2,50,,23,12,93,12,93,O3,SEDANG
201706,2017-06-18,DKI3,51,,---,6,73,4,73,O3,SEDANG
201706,2017-06-18,DKI4,55,,44,20,70,9,70,O3,SEDANG
201706,2017-06-18,DKI5,50,,16,38,61,14,61,O3,SEDANG
201706,2017-06-19,DKI1,34,,14,21,84,4,84,O3,SEDANG
201706,2017-06-19,DKI2,55,,33,10,120,12,120,O3,TIDAK SEHAT
201706,2017-06-19,DKI3,40,,---,4,69,4,69,O3,SEDANG
201706,2017-06-19,DKI4,65,,47,15,81,7,81,O3,SEDANG
201706,2017-06-19,DKI5,42,,17,35,69,15,69,O3,SEDANG
201706,2017-06-20,DKI1,52,,17,18,63,7,63,O3,SEDANG
201706,2017-06-20,DKI2,54,,29,6,140,11,140,O3,TIDAK SEHAT
201706,2017-06-20,DKI3,57,,---,7,94,14,94,O3,SEDANG
201706,2017-06-20,DKI4,66,,49,13,95,8,95,O3,SEDANG
201706,2017-06-20,DKI5,48,,20,37,90,14,90,O3,SEDANG
201706,2017-06-21,DKI1,63,,19,21,65,4,65,O3,SEDANG
201706,2017-06-21,DKI2,67,,35,12,51,15,67,PM10,SEDANG
201706,2017-06-21,DKI3,73,,---,15,83,8,83,O3,SEDANG
201706,2017-06-21,DKI4,78,,48,20,---,8,78,PM10,SEDANG
201706,2017-06-21,DKI5,61,,20,51,60,15,61,PM10,SEDANG
201706,2017-06-22,DKI1,58,,17,29,36,4,58,PM10,SEDANG
201706,2017-06-22,DKI2,68,,27,15,49,14,68,PM10,SEDANG
201706,2017-06-22,DKI3,82,,---,18,71,10,82,PM10,SEDANG
201706,2017-06-22,DKI4,91,,48,23,---,8,91,PM10,SEDANG
201706,2017-06-22,DKI5,84,,19,73,47,22,84,PM10,SEDANG
201706,2017-06-23,DKI1,60,,18,27,40,4,60,PM10,SEDANG
201706,2017-06-23,DKI2,76,,34,17,38,12,76,PM10,SEDANG
201706,2017-06-23,DKI3,84,,12,8,70,8,84,PM10,SEDANG
201706,2017-06-23,DKI4,109,,46,25,---,6,109,PM10,TIDAK SEHAT
201706,2017-06-23,DKI5,70,,20,47,54,17,70,PM10,SEDANG
201706,2017-06-24,DKI1,40,,14,19,30,2,40,PM10,BAIK
201706,2017-06-24,DKI2,56,,30,6,36,7,56,PM10,SEDANG
201706,2017-06-24,DKI3,58,,12,4,48,5,58,PM10,SEDANG
201706,2017-06-24,DKI4,60,,46,13,---,5,60,PM10,SEDANG
201706,2017-06-24,DKI5,52,,18,33,36,9,52,PM10,SEDANG
201706,2017-06-25,DKI1,55,,15,27,31,2,55,PM10,SEDANG
201706,2017-06-25,DKI2,46,,30,17,34,10,46,PM10,BAIK
201706,2017-06-25,DKI3,61,,12,13,49,5,61,PM10,SEDANG
201706,2017-06-25,DKI4,66,,47,29,---,4,66,PM10,SEDANG
201706,2017-06-25,DKI5,54,,18,56,35,8,56,CO,SEDANG
201706,2017-06-26,DKI1,12,,12,14,29,1,29,O3,BAIK
201706,2017-06-26,DKI2,21,,23,---,34,4,34,O3,BAIK
201706,2017-06-26,DKI3,23,,11,2,43,3,43,O3,BAIK
201706,2017-06-26,DKI4,22,,44,8,29,3,44,SO2,BAIK
201706,2017-06-26,DKI5,15,,16,26,35,4,35,O3,BAIK
201706,2017-06-27,DKI1,20,,11,15,33,2,33,O3,BAIK
201706,2017-06-27,DKI2,18,,28,5,34,4,34,O3,BAIK
201706,2017-06-27,DKI3,18,,11,2,51,4,51,O3,SEDANG
201706,2017-06-27,DKI4,20,,44,7,35,3,44,SO2,BAIK
201706,2017-06-27,DKI5,13,,15,24,44,5,44,O3,BAIK
201706,2017-06-28,DKI1,28,,13,25,33,3,33,O3,BAIK
201706,2017-06-28,DKI2,44,,28,21,36,10,44,PM10,BAIK
201706,2017-06-28,DKI3,37,,11,12,68,7,68,O3,SEDANG
201706,2017-06-28,DKI4,57,,44,27,---,6,57,PM10,SEDANG
201706,2017-06-28,DKI5,39,,17,53,45,14,53,CO,SEDANG
201706,2017-06-29,DKI1,33,,12,19,46,3,46,O3,BAIK
201706,2017-06-29,DKI2,29,,30,10,46,8,46,O3,BAIK
201706,2017-06-29,DKI3,30,,11,6,73,5,73,O3,SEDANG
201706,2017-06-29,DKI4,42,,44,13,---,5,44,SO2,BAIK
201706,2017-06-29,DKI5,27,,16,30,59,10,59,O3,SEDANG
201706,2017-06-30,DKI1,29,,11,16,57,3,57,O3,SEDANG
201706,2017-06-30,DKI2,24,,24,8,63,6,63,O3,SEDANG
201706,2017-06-30,DKI3,22,,11,2,49,6,49,O3,BAIK
201706,2017-06-30,DKI4,28,,44,8,36,4,44,SO2,BAIK
201706,2017-06-30,DKI5,20,,15,25,50,6,50,O3,BAIK
201701,2017-07-01,DKI1,30,,32,22,17,3,32,SO2,BAIK
201701,2017-07-01,DKI2,31,,18,11,55,20,55,O3,SEDANG
201701,2017-07-01,DKI3,48,,31,5,62,4,62,O3,SEDANG
201701,2017-07-01,DKI4,32,,26,11,67,5,67,O3,SEDANG
201701,2017-07-01,DKI5,---,,17,34,39,5,39,O3,BAIK
201702,2017-07-02,DKI1,39,,6,20,22,2,39,PM10,BAIK
201702,2017-07-02,DKI2,25,,19,6,33,8,33,O3,BAIK
201702,2017-07-02,DKI3,---,,---,---,---,---,---,---,TIDAK ADA DATA
201702,2017-07-02,DKI4,31,,28,8,30,4,31,PM10,BAIK
201702,2017-07-02,DKI5,7,,15,34,22,8,34,CO,BAIK
201703,2017-07-03,DKI1,41,,10,22,42,4,42,O3,BAIK
201703,2017-07-03,DKI2,31,,18,9,55,12,55,O3,SEDANG
201703,2017-07-03,DKI3,49,,32,16,69,10,69,O3,SEDANG
201703,2017-07-03,DKI4,52,,30,11,53,9,53,O3,SEDANG
201703,2017-07-03,DKI5,4,,18,37,44,15,44,O3,BAIK
201704,2017-07-04,DKI1,40,,12,17,57,3,57,O3,SEDANG
201704,2017-07-04,DKI2,27,,17,8,45,14,45,O3,BAIK
201704,2017-07-04,DKI3,24,,33,4,33,2,33,SO2,BAIK
201704,2017-07-04,DKI4,28,,32,5,25,3,32,SO2,BAIK
201704,2017-07-04,DKI5,20,,16,---,30,---,30,O3,BAIK
201705,2017-07-05,DKI1,53,,8,26,48,6,53,PM10,SEDANG
201705,2017-07-05,DKI2,49,,21,21,56,14,56,O3,SEDANG
201705,2017-07-05,DKI3,42,,35,17,74,8,74,O3,SEDANG
201705,2017-07-05,DKI4,53,,40,15,---,9,53,PM10,SEDANG
201705,2017-07-05,DKI5,46,,14,1,70,15,70,O3,SEDANG
201706,2017-07-06,DKI1,41,,16,18,32,4,41,PM10,BAIK
201706,2017-07-06,DKI2,54,,25,7,42,14,54,PM10,SEDANG
201706,2017-07-06,DKI3,54,,38,6,95,8,95,O3,SEDANG
201706,2017-07-06,DKI4,60,,48,12,51,7,60,PM10,SEDANG
201706,2017-07-06,DKI5,42,,22,36,43,14,43,O3,BAIK
201707,2017-07-07,DKI1,66,,16,21,141,7,141,O3,TIDAK SEHAT
201707,2017-07-07,DKI2,76,,30,13,143,14,143,O3,TIDAK SEHAT
201707,2017-07-07,DKI3,118,,12,10,93,11,118,PM10,TIDAK SEHAT
201707,2017-07-07,DKI4,89,,49,19,---,8,89,PM10,SEDANG
201707,2017-07-07,DKI5,65,,22,45,121,18,121,O3,TIDAK SEHAT
201708,2017-07-08,DKI1,68,,19,18,59,6,68,PM10,SEDANG
201708,2017-07-08,DKI2,71,,34,9,60,15,71,PM10,SEDANG
201708,2017-07-08,DKI3,84,,12,3,94,9,94,O3,SEDANG
201708,2017-07-08,DKI4,85,,50,20,56,3,85,PM10,SEDANG
201708,2017-07-08,DKI5,72,,22,40,49,11,72,PM10,SEDANG
201709,2017-07-09,DKI1,59,,20,16,50,3,59,PM10,SEDANG
201709,2017-07-09,DKI2,59,,40,5,59,16,59,PM10,SEDANG
