time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),temperature_2m_mean (°C),relative_humidity_2m_mean (%),cloud_cover_mean (%),surface_pressure_mean (hPa),wind_gusts_10m_max (km/h),winddirection_10m_dominant (°),relative_humidity_2m_max (%),relative_humidity_2m_min (%),cloud_cover_max (%),cloud_cover_min (%),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),surface_pressure_max (hPa),surface_pressure_min (hPa)
2023-11-25,28.6,23.9,12.70,15.0,7.8,118,9.43,25.5,91,100,1009.0,26.3,118,98,78,100,100,12.4,4.0,5.4,1.8,1010.6,1007.5
2023-11-26,33.0,23.6,12.60,6.0,8.6,276,18.99,27.1,83,93,1008.3,21.2,276,98,59,100,20,12.3,3.8,5.4,0.7,1010.4,1005.3
2023-11-27,28.0,23.7,12.70,15.0,10.2,77,11.57,25.6,89,99,1008.9,25.2,77,98,77,100,84,13.5,4.9,5.0,0.7,1010.7,1007.3
2023-11-28,31.4,23.7,3.30,13.0,10.5,353,19.07,26.6,87,90,1008.3,26.6,353,98,66,100,29,13.0,4.3,4.3,1.4,1009.9,1006.0
2023-11-29,32.2,23.5,6.00,15.0,11.0,222,23.06,27.2,85,72,1007.9,25.2,222,99,61,100,19,15.5,5.4,6.1,1.3,1009.5,1005.3
2023-11-30,31.7,24.1,17.60,13.0,10.6,216,16.99,26.7,88,96,1008.7,19.8,216,99,65,100,70,12.4,3.7,4.7,0.8,1010.5,1005.6
2023-12-01,27.7,23.9,11.30,18.0,6.9,153,7.90,25.7,91,100,1008.9,14.0,153,98,84,100,100,9.7,3.5,4.7,0.5,1011.4,1006.6
2023-12-02,32.1,24.7,9.80,13.0,9.5,207,20.58,27.3,84,94,1008.2,23.8,207,97,63,100,45,13.8,5.0,5.8,1.8,1009.8,1005.9
2023-12-03,30.3,24.2,15.20,15.0,10.3,311,14.52,26.3,88,100,1009.0,28.4,311,98,66,100,92,13.4,4.5,6.5,0.0,1011.4,1006.9
2023-12-04,30.9,23.8,18.70,17.0,10.6,139,14.09,26.1,89,100,1010.0,27.4,139,98,69,100,100,11.7,4.1,3.6,1.1,1012.1,1008.1
2023-12-05,32.5,23.9,3.80,9.0,9.9,114,20.11,27.3,84,86,1009.0,29.5,114,99,62,100,19,14.2,5.0,5.4,2.1,1010.5,1006.4
2023-12-06,31.8,24.3,2.00,7.0,10.0,258,20.43,27.4,84,92,1009.7,25.6,258,97,65,100,19,12.6,4.8,5.4,2.4,1011.7,1007.9
2023-12-07,32.0,24.2,2.80,12.0,11.5,7,19.34,27.3,85,97,1009.4,25.2,7,99,63,100,75,13.7,4.9,5.0,1.1,1011.5,1006.6
2023-12-08,33.3,24.5,15.20,4.0,13.5,145,20.49,27.4,83,95,1009.0,27.7,145,95,60,100,57,14.1,5.0,2.5,0.4,1010.1,1007.0
2023-12-09,32.3,24.5,9.30,4.0,12.2,279,19.05,27.1,86,100,1008.8,28.8,279,98,64,100,93,12.2,4.2,3.2,1.1,1011.0,1007.2
2023-12-10,32.5,24.1,3.10,4.0,9.7,117,18.10,27.3,84,98,1008.2,24.8,117,99,62,100,75,12.4,4.0,4.7,0.4,1009.8,1005.6
2023-12-11,32.8,24.2,0.90,6.0,11.3,28,22.47,28.0,80,82,1007.7,28.4,28,95,60,100,35,14.1,5.4,4.7,1.1,1009.1,1005.3
2023-12-12,33.0,23.9,1.40,6.0,12.4,5,23.08,27.6,82,86,1007.8,30.6,5,97,57,100,35,14.0,5.3,5.4,1.8,1009.5,1005.1
2023-12-13,33.2,22.9,0.50,2.0,10.0,280,24.54,27.9,76,73,1008.2,23.0,280,93,53,100,11,12.8,5.0,5.4,1.0,1010.2,1005.9
2023-12-14,33.9,23.8,0.50,3.0,11.5,309,24.08,28.5,74,80,1009.0,27.4,309,91,50,100,11,13.9,5.3,6.8,0.8,1010.6,1006.6
2023-12-15,34.0,23.5,0.00,0.0,13.7,323,24.91,28.5,74,82,1008.7,30.2,323,94,48,100,19,13.6,5.8,3.6,0.7,1010.5,1005.9
2023-12-16,33.5,23.9,0.00,0.0,14.4,307,24.53,28.4,73,97,1008.2,32.4,307,88,53,100,88,15.7,6.7,6.1,2.9,1010.1,1006.1
2023-12-17,34.0,24.4,0.00,0.0,14.4,326,25.34,28.8,72,81,1008.7,32.0,326,92,48,100,1,14.5,5.5,4.0,1.4,1010.2,1006.2
2023-12-18,34.4,24.2,0.80,1.0,13.4,340,24.11,28.9,73,65,1008.9,31.0,340,94,48,100,17,15.3,6.4,4.7,3.1,1011.0,1006.4
2023-12-19,34.8,25.0,0.10,1.0,17.8,275,24.99,29.1,67,67,1009.1,38.9,275,88,43,100,8,18.4,7.5,5.4,3.8,1011.0,1006.4
2023-12-20,35.0,23.6,0.00,0.0,18.0,295,26.64,28.6,65,60,1008.5,39.2,295,86,36,100,3,18.3,7.5,5.8,3.3,1010.9,1005.6
2023-12-21,33.8,22.7,0.00,0.0,15.1,308,26.16,28.3,64,79,1009.1,34.9,308,88,43,100,24,17.6,7.3,4.7,1.1,1010.8,1006.9
2023-12-22,33.6,23.0,0.00,0.0,14.2,332,23.95,28.4,69,91,1009.9,32.0,332,90,46,100,38,14.9,6.0,4.3,0.5,1011.9,1007.1
2023-12-23,34.7,25.1,1.70,5.0,10.4,71,22.45,29.0,73,89,1010.2,25.6,71,93,49,100,16,12.5,4.4,2.5,0.5,1011.8,1007.8
2023-12-24,33.8,25.1,8.70,9.0,13.8,72,20.20,28.1,80,78,1010.4,31.7,72,95,55,100,21,13.6,4.7,6.5,1.3,1011.8,1008.2
2023-12-25,32.3,24.2,8.80,12.0,12.1,9,19.88,27.1,84,100,1011.2,32.0,9,98,60,100,99,15.0,5.1,6.5,1.0,1012.9,1009.0
2023-12-26,31.0,23.5,9.20,8.0,10.9,295,15.36,26.5,86,98,1011.4,32.8,295,98,66,100,90,13.9,4.6,5.0,1.4,1013.1,1009.4
2023-12-27,32.0,24.5,13.30,14.0,10.3,203,19.44,27.1,86,100,1011.8,27.7,203,98,63,100,96,12.2,3.8,5.4,0.8,1013.2,1009.8
2023-12-28,32.9,23.9,16.70,8.0,13.0,35,23.02,27.4,85,78,1010.2,30.2,35,99,60,100,9,13.3,4.6,4.3,0.4,1011.9,1007.8
2023-12-29,32.5,24.4,7.20,10.0,11.3,83,19.16,27.5,87,92,1009.2,30.2,83,99,64,100,43,13.1,4.3,3.6,0.8,1010.8,1007.3
2023-12-30,32.3,23.6,10.50,18.0,14.5,71,20.28,27.1,87,99,1009.3,32.0,71,98,65,100,95,17.4,5.9,6.8,1.0,1011.0,1006.7
2023-12-31,31.9,24.5,24.20,7.0,11.0,331,19.12,26.8,89,100,1009.4,28.4,331,98,67,100,94,12.6,4.3,3.6,1.0,1010.6,1007.7
2024-01-01,31.7,24.1,11.00,11.0,10.9,113,16.81,26.8,88,100,1009.3,27.0,113,99,67,100,99,13.5,4.5,3.2,0.5,1010.9,1007.5
2024-01-02,32.0,24.0,8.40,9.0,10.2,62,17.55,27.4,85,100,1008.4,24.8,62,98,63,100,97,12.9,4.9,2.9,0.8,1010.1,1005.7
2024-01-03,28.1,23.9,29.50,16.0,8.7,231,8.20,25.8,91,98,1009.0,20.5,231,98,79,100,63,14.6,5.6,6.5,0.8,1011.2,1006.7
2024-01-04,28.2,23.5,59.80,23.0,15.1,277,9.16,25.2,93,100,1009.8,31.7,277,97,84,100,100,17.2,6.7,7.2,1.8,1011.8,1007.8
2024-01-05,31.9,23.5,15.90,15.0,10.8,209,22.00,26.6,84,80,1009.9,25.9,209,98,59,100,13,14.5,5.5,5.8,0.8,1011.6,1007.2
2024-01-06,31.4,23.2,9.60,12.0,8.8,27,20.85,26.8,86,84,1009.4,23.0,27,98,63,100,24,13.3,5.0,5.8,2.2,1010.9,1006.9
2024-01-07,31.6,23.6,12.40,7.0,11.9,278,17.01,26.0,90,100,1010.0,25.9,278,99,66,100,99,12.1,4.5,2.5,0.5,1011.0,1008.3
2024-01-08,30.0,24.1,13.50,12.0,7.7,271,12.87,26.3,90,100,1009.9,20.5,271,98,72,100,96,9.6,3.1,2.2,0.5,1011.6,1007.6
2024-01-09,33.2,23.9,2.70,3.0,8.4,195,20.56,27.4,83,98,1008.6,23.8,195,99,56,100,66,12.6,4.8,5.4,0.8,1010.2,1006.3
2024-01-10,31.8,24.2,20.40,9.0,12.7,253,15.97,26.8,87,92,1008.2,29.2,253,98,65,100,5,12.2,4.6,4.3,1.4,1009.4,1006.4
2024-01-11,32.5,24.5,14.50,14.0,11.6,254,16.62,26.8,88,100,1008.7,30.2,254,97,63,100,90,14.9,5.7,5.4,1.5,1010.5,1007.1
2024-01-12,32.8,24.1,1.40,4.0,12.3,261,22.82,27.7,81,97,1008.0,29.5,261,97,58,100,72,19.3,8.6,7.9,4.0,1009.9,1005.6
2024-01-13,32.2,24.5,1.70,7.0,13.2,254,19.82,27.6,82,95,1008.2,30.6,254,95,61,100,35,16.3,6.7,6.8,4.2,1009.8,1006.1
2024-01-14,32.1,24.0,7.80,6.0,10.8,286,20.90,26.9,86,99,1008.4,26.6,286,96,65,100,90,13.2,4.9,4.3,1.3,1010.0,1006.6
2024-01-15,31.8,24.1,2.80,8.0,10.4,274,21.84,27.4,84,85,1008.1,28.8,274,96,64,100,26,15.3,6.0,5.0,1.8,1009.7,1005.9
2024-01-16,32.2,24.1,0.30,3.0,15.3,267,19.71,27.8,80,96,1007.8,38.5,267,99,64,100,47,22.7,9.9,5.8,3.8,1009.4,1005.3
2024-01-17,31.9,24.9,4.50,8.0,13.6,276,17.67,27.3,82,100,1007.7,32.8,276,92,63,100,100,20.5,9.0,7.9,3.9,1009.8,1005.6
2024-01-18,31.9,24.6,2.60,10.0,21.3,255,17.16,27.2,82,99,1007.8,46.1,255,92,63,100,88,24.9,11.4,13.0,6.8,1009.6,1005.3
2024-01-19,27.9,24.6,13.80,12.0,20.2,265,9.16,25.7,87,100,1009.0,40.7,265,92,80,100,99,30.2,14.7,22.3,10.1,1011.1,1007.2
2024-01-20,32.8,24.2,0.00,0.0,25.4,249,24.49,28.1,72,60,1008.7,52.9,249,88,53,100,9,30.9,14.5,14.8,7.9,1011.0,1006.3
2024-01-21,31.7,24.9,5.70,4.0,18.4,253,22.63,27.6,77,84,1009.4,42.5,253,87,63,100,23,28.5,13.0,13.3,7.1,1011.1,1006.9
2024-01-22,32.0,25.1,0.60,4.0,18.9,255,17.37,28.2,72,96,1009.9,43.6,255,85,55,100,17,30.2,14.2,22.0,10.8,1011.8,1008.1
2024-01-23,32.2,25.4,0.50,4.0,16.4,232,21.65,28.4,73,95,1010.3,39.2,232,82,63,100,44,23.8,10.3,12.6,6.3,1012.5,1007.7
2024-01-24,31.6,24.4,1.50,5.0,19.1,258,23.46,27.9,76,87,1010.4,41.8,258,88,62,100,24,24.1,10.9,10.1,4.7,1012.4,1008.2
2024-01-25,32.8,23.9,1.10,4.0,16.7,268,23.80,28.1,77,67,1011.5,32.0,268,96,58,100,3,18.8,7.1,5.4,3.2,1013.5,1009.2
2024-01-26,30.0,23.6,4.00,10.0,13.3,317,17.99,26.6,85,84,1012.7,31.0,317,97,68,100,25,16.3,6.1,6.5,1.8,1014.6,1010.1
2024-01-27,30.2,23.2,27.10,23.0,10.6,274,17.93,26.1,88,91,1012.3,29.5,274,98,68,100,65,18.8,6.1,7.6,1.5,1014.4,1009.9
2024-01-28,30.3,23.2,25.80,20.0,11.8,262,16.91,25.8,88,97,1012.4,32.4,262,96,71,100,81,19.8,6.7,5.4,2.5,1014.5,1010.0
2024-01-29,29.5,23.2,21.40,22.0,10.4,261,14.37,25.8,90,96,1012.0,29.5,261,98,73,100,74,17.8,6.4,5.8,3.1,1014.0,1009.8
2024-01-30,29.8,23.5,11.50,20.0,13.9,285,17.02,26.4,87,99,1011.8,33.5,285,98,71,100,92,17.6,7.0,3.6,1.3,1014.0,1009.5
2024-01-31,29.6,23.7,20.60,17.0,10.2,255,14.46,26.1,89,98,1012.3,25.6,255,98,74,100,84,15.0,5.5,6.1,1.9,1013.8,1010.2
2024-02-01,30.9,24.5,13.10,12.0,12.8,294,17.99,26.8,87,97,1012.1,28.4,294,97,69,100,79,15.4,6.6,6.8,3.6,1013.6,1010.5
2024-02-02,32.8,24.0,11.80,6.0,13.0,261,19.45,27.0,85,94,1011.0,34.2,261,96,63,100,47,17.5,7.0,4.0,0.7,1012.8,1008.4
2024-02-03,30.1,24.2,12.00,15.0,12.1,276,14.46,26.1,89,100,1011.5,29.5,276,98,69,100,94,18.1,8.0,4.3,1.6,1013.1,1009.4
2024-02-04,31.7,24.1,2.20,6.0,11.9,268,19.00,26.9,85,89,1011.9,31.7,268,95,62,100,10,19.2,8.1,6.1,2.3,1013.4,1010.0
2024-02-05,29.9,24.2,5.20,14.0,12.5,283,15.39,26.4,88,99,1012.3,27.4,283,96,73,100,86,14.5,5.9,6.1,3.2,1013.9,1010.1
2024-02-06,29.0,24.0,8.30,13.0,13.1,273,12.89,25.9,89,100,1012.2,38.5,273,97,78,100,96,19.7,7.9,6.8,2.6,1014.1,1010.1
2024-02-07,31.8,24.1,3.00,5.0,16.3,274,20.48,26.6,85,86,1011.1,35.6,274,96,61,100,24,18.9,8.0,6.1,3.6,1012.9,1008.9
2024-02-08,32.0,22.9,4.50,4.0,10.7,263,23.21,27.1,83,71,1010.2,28.1,263,98,56,100,38,12.7,4.9,3.2,0.4,1011.7,1008.1
2024-02-09,32.4,23.5,4.50,9.0,10.6,41,23.35,27.4,84,54,1010.6,25.2,41,98,63,100,1,13.1,5.0,4.3,1.8,1013.1,1007.7
2024-02-10,30.7,23.9,5.80,9.0,12.3,296,18.58,26.5,87,79,1012.2,28.8,296,97,68,100,6,13.6,5.5,2.9,0.4,1014.1,1010.3
2024-02-11,32.1,23.6,9.40,10.0,15.6,287,23.08,26.9,84,64,1012.5,34.9,287,97,60,100,22,17.2,6.9,5.8,2.4,1014.3,1009.8
2024-02-12,31.4,23.5,6.80,12.0,13.8,289,21.79,27.0,84,58,1011.9,32.8,289,97,63,100,9,18.8,7.3,5.0,1.4,1014.0,1008.6
2024-02-13,31.5,23.8,9.20,14.0,13.8,279,21.34,27.1,85,88,1011.1,32.0,279,98,63,100,39,17.3,7.0,5.0,2.1,1013.5,1008.2
2024-02-14,30.6,24.0,18.70,16.0,8.3,277,16.64,26.7,88,82,1010.5,21.6,277,97,72,100,3,13.1,4.6,4.0,1.4,1013.1,1007.7
2024-02-15,31.8,24.5,11.10,12.0,12.9,270,20.71,27.3,87,84,1010.3,30.2,270,98,70,100,14,13.9,5.2,5.4,1.8,1012.0,1008.7
2024-02-16,29.8,24.5,12.10,15.0,11.2,302,15.29,26.6,89,99,1010.4,28.1,302,99,74,100,80,12.6,4.8,4.7,2.3,1012.1,1008.4
2024-02-17,30.0,23.7,15.40,22.0,16.1,284,19.12,26.4,88,99,1010.3,35.3,284,96,71,100,87,17.1,6.5,3.6,1.6,1011.6,1008.3
2024-02-18,30.0,24.3,2.40,11.0,9.6,18,16.25,26.9,87,94,1010.4,22.3,18,98,72,100,52,12.3,4.5,3.2,0.8,1012.4,1008.0
2024-02-19,31.1,24.0,5.50,9.0,11.2,24,20.47,27.1,87,79,1010.6,26.6,24,97,72,100,25,13.6,5.4,5.0,1.4,1012.4,1008.4
2024-02-20,32.4,23.8,0.00,0.0,12.6,301,24.73,27.8,83,63,1010.0,29.5,301,97,66,100,1,13.7,5.4,6.5,1.1,1011.8,1007.7
2024-02-21,30.9,24.6,10.10,9.0,12.0,269,12.92,27.2,86,99,1010.1,23.0,269,97,69,100,93,12.3,4.9,5.4,1.8,1012.6,1007.6
2024-02-22,32.5,24.8,0.20,1.0,12.8,271,20.28,28.3,80,93,1009.9,28.4,271,96,63,100,59,19.4,8.5,13.0,4.7,1012.4,1006.5
2024-02-23,33.3,25.3,0.80,3.0,14.3,257,21.15,28.8,75,98,1009.6,29.5,257,91,54,100,85,19.2,8.6,9.0,4.2,1011.7,1006.5
2024-02-24,31.5,25.0,12.60,15.0,9.3,314,17.62,26.9,87,97,1009.9,27.0,314,96,70,100,60,14.5,5.1,4.3,1.3,1011.9,1007.5
2024-02-25,30.6,23.3,22.00,19.0,13.1,311,16.69,26.4,88,98,1010.1,35.6,311,99,71,100,83,15.3,5.2,6.1,0.7,1012.3,1008.5
2024-02-26,31.1,24.1,6.40,15.0,13.0,324,19.81,27.2,85,88,1009.6,30.2,324,98,67,100,28,14.4,5.6,6.1,1.6,1011.7,1007.4
2024-02-27,30.9,24.5,6.50,9.0,11.4,323,21.64,27.4,85,93,1008.6,27.7,323,97,71,100,63,14.2,5.3,4.0,0.8,1010.0,1006.3
2024-02-28,29.1,23.6,34.60,17.0,7.7,274,10.97,25.8,90,100,1008.7,20.5,274,97,74,100,93,12.3,4.5,4.7,2.3,1010.9,1006.5
2024-02-29,30.0,24.6,11.30,11.0,6.6,260,13.14,26.4,89,98,1008.9,21.2,260,96,73,100,82,13.1,4.5,4.3,1.3,1010.9,1006.4
2024-03-01,31.9,24.4,7.60,12.0,12.3,258,18.95,27.3,85,99,1008.8,29.9,258,96,69,100,96,13.2,5.0,4.7,2.2,1010.4,1006.8
2024-03-02,30.0,24.8,12.20,19.0,10.7,274,16.14,26.7,90,100,1008.9,27.4,274,98,75,100,99,14.5,5.3,3.6,0.4,1010.5,1007.3
2024-03-03,31.0,24.0,7.30,9.0,10.5,282,15.45,26.6,88,94,1009.4,26.3,282,97,72,100,36,12.1,4.6,4.7,1.3,1011.2,1007.2
2024-03-04,32.8,24.8,6.00,8.0,14.3,254,19.77,27.7,83,93,1008.8,33.8,254,96,65,100,56,19.8,8.6,11.5,5.2,1010.4,1006.5
2024-03-05,32.2,24.9,11.80,6.0,16.6,255,18.89,27.7,81,97,1008.0,36.0,255,91,65,100,82,20.5,9.0,8.6,4.8,1010.0,1005.4
2024-03-06,31.5,25.6,8.70,8.0,14.9,260,16.93,27.8,83,100,1007.6,33.5,260,91,70,100,99,22.2,10.2,12.6,6.8,1009.1,1005.5
2024-03-07,32.2,25.5,7.20,5.0,15.3,264,17.02,27.6,84,96,1007.3,35.6,264,92,65,100,43,25.1,11.3,16.6,6.7,1009.0,1005.0
2024-03-08,31.1,25.5,8.50,10.0,20.6,257,17.23,27.2,84,100,1007.6,46.1,257,94,70,100,100,30.1,13.5,17.3,7.6,1009.6,1005.7
2024-03-09,28.1,24.4,9.50,15.0,12.8,269,7.37,25.8,91,100,1009.2,36.0,269,96,82,100,100,18.8,6.7,6.5,3.2,1010.7,1007.7
2024-03-10,30.5,23.9,3.80,15.0,12.7,271,13.13,26.4,88,100,1009.5,29.9,271,98,71,100,99,14.8,5.8,4.3,0.7,1011.7,1007.0
2024-03-11,30.0,23.6,37.50,20.0,17.3,280,16.59,26.1,89,98,1009.9,38.2,280,99,72,100,79,22.8,9.5,9.0,3.1,1011.7,1006.8
2024-03-12,30.7,23.5,8.50,15.0,16.8,268,16.91,26.5,85,99,1009.7,40.7,268,96,67,100,92,23.2,8.6,10.1,3.8,1011.6,1007.2
2024-03-13,31.0,23.9,24.60,21.0,20.7,278,17.45,26.0,89,99,1009.8,45.0,278,96,65,100,83,22.5,8.4,4.3,0.4,1011.4,1007.6
2024-03-14,30.0,23.8,8.70,19.0,18.7,258,12.10,25.8,89,100,1009.9,42.5,258,96,73,100,99,22.2,9.8,8.3,4.1,1011.3,1008.1
2024-03-15,29.9,24.1,4.50,16.0,16.3,268,14.86,26.4,87,99,1010.1,43.2,268,96,74,100,88,25.2,10.5,9.7,5.2,1011.8,1008.0
2024-03-16,29.7,24.0,5.30,8.0,17.6,260,18.44,26.2,85,91,1010.7,41.4,260,92,72,100,48,30.7,13.9,18.4,9.4,1013.0,1008.6
2024-03-17,30.2,24.0,3.30,10.0,16.9,262,18.91,26.6,83,79,1009.3,46.1,262,93,71,100,17,30.7,13.4,23.0,8.8,1011.6,1006.7
2024-03-18,31.5,23.9,1.00,5.0,16.6,268,22.29,27.7,77,76,1009.1,36.7,268,92,65,100,1,26.8,12.0,11.2,5.4,1011.5,1006.5
2024-03-19,32.5,24.7,0.40,4.0,20.0,254,24.23,28.2,73,74,1008.9,41.4,254,87,57,95,20,25.0,11.7,12.2,6.6,1011.2,1006.1
2024-03-20,32.8,22.0,0.00,0.0,16.6,255,25.81,27.7,72,53,1009.1,33.5,255,91,55,100,1,22.8,10.5,12.6,5.1,1010.9,1006.7
2024-03-21,29.9,22.5,4.60,9.0,15.1,287,21.69,26.7,82,57,1009.3,33.5,287,95,67,99,0,19.9,8.5,6.5,2.2,1011.1,1006.2
2024-03-22,30.8,23.5,10.40,13.0,6.5,177,16.21,26.2,88,76,1008.8,23.8,177,98,69,100,3,13.1,3.7,4.3,1.0,1010.6,1005.9
2024-03-23,32.7,23.6,5.20,6.0,12.7,109,23.72,27.7,85,53,1008.9,23.4,109,100,64,100,0,12.9,4.7,5.8,0.0,1011.1,1006.6
2024-03-24,32.1,24.0,9.20,13.0,13.9,131,21.16,27.1,86,71,1009.9,29.5,131,98,68,100,8,16.7,6.1,5.8,2.6,1012.3,1007.7
2024-03-25,31.6,23.9,19.60,11.0,15.1,113,18.94,26.6,88,96,1009.9,34.9,113,97,70,100,69,14.1,4.8,6.8,0.8,1011.4,1007.4
2024-03-26,32.5,23.9,1.10,6.0,10.2,74,20.76,27.6,83,96,1010.8,24.5,74,97,58,100,71,12.5,5.0,4.3,1.6,1012.9,1008.4
2024-03-27,31.4,23.8,16.60,15.0,11.9,83,16.24,26.4,89,100,1012.2,27.7,83,98,70,100,100,12.2,4.2,4.0,1.1,1014.0,1010.0
2024-03-28,31.9,23.9,6.60,10.0,12.5,245,20.78,26.9,87,85,1011.2,30.6,245,100,63,100,14,12.9,4.6,4.3,0.8,1012.6,1008.8
2024-03-29,32.4,23.5,5.60,7.0,14.5,121,21.99,27.0,86,89,1010.5,32.8,121,99,64,100,31,13.5,5.1,5.0,2.0,1012.3,1008.4
2024-03-30,32.7,24.0,8.10,8.0,10.8,131,20.46,27.4,86,81,1011.2,24.1,131,95,67,100,3,14.2,5.3,5.8,2.6,1012.8,1009.3
2024-03-31,31.9,23.8,11.80,8.0,10.4,272,21.45,27.2,86,78,1011.2,26.6,272,99,67,100,12,14.4,4.9,5.4,1.5,1012.8,1008.4
2024-04-01,31.6,24.0,3.70,9.0,11.8,67,21.84,27.2,87,48,1009.8,28.4,67,98,68,100,2,12.7,4.3,6.5,1.8,1011.3,1007.1
2024-04-02,32.2,24.6,4.20,5.0,7.6,97,18.29,27.4,88,96,1008.8,20.9,97,99,68,100,62,11.0,3.7,3.2,1.8,1010.8,1006.4
2024-04-03,31.5,24.8,14.90,12.0,7.2,111,13.82,26.8,90,100,1008.8,21.6,111,98,72,100,96,10.6,3.5,5.4,0.7,1010.5,1006.6
2024-04-04,32.5,24.5,5.00,7.0,9.4,255,20.24,27.5,87,97,1007.9,26.3,255,99,65,100,67,12.8,4.3,3.6,0.8,1009.2,1005.5
2024-04-05,33.2,24.5,9.60,10.0,6.2,271,20.61,27.7,87,92,1007.9,18.4,271,99,64,100,47,10.4,3.7,4.7,1.8,1009.4,1005.8
2024-04-06,32.1,24.8,6.90,8.0,4.9,81,18.35,27.7,88,98,1007.6,16.2,81,100,70,100,79,8.9,2.8,4.0,0.5,1009.6,1004.9
2024-04-07,32.6,24.8,6.00,8.0,10.8,62,22.14,28.1,84,84,1006.7,26.3,62,98,62,100,20,13.6,5.1,5.0,1.8,1008.6,1004.6
2024-04-08,33.1,23.1,0.80,5.0,10.2,284,22.76,28.2,81,67,1007.2,22.0,284,98,58,100,4,11.6,4.6,5.4,1.9,1009.2,1004.5
2024-04-09,32.2,24.5,12.10,10.0,9.1,80,17.75,27.7,86,95,1007.9,24.8,80,97,68,100,49,12.6,4.2,3.6,0.5,1009.5,1006.1
2024-04-10,33.2,23.7,1.50,2.0,10.8,127,19.24,27.5,84,99,1008.2,22.3,127,98,58,100,85,11.8,4.2,4.0,0.8,1009.6,1006.1
2024-04-11,31.6,24.6,6.60,10.0,8.8,86,19.65,27.5,87,98,1008.6,22.0,86,98,71,100,80,13.0,5.2,4.7,2.2,1010.2,1006.2
2024-04-12,30.9,24.0,22.90,20.0,11.0,133,14.68,26.2,90,100,1008.8,20.9,133,97,73,100,100,13.3,4.6,6.5,0.8,1010.8,1006.7
2024-04-13,31.9,24.3,6.50,12.0,9.8,56,21.30,27.6,86,86,1008.4,25.9,56,98,68,100,34,13.2,4.8,4.7,1.5,1010.2,1005.6
2024-04-14,31.8,24.0,3.10,14.0,11.3,126,18.84,27.0,87,98,1009.8,26.3,126,96,65,100,82,14.5,5.1,7.9,1.1,1011.7,1007.6
2024-04-15,31.6,24.4,6.70,10.0,11.4,89,19.70,27.5,86,74,1009.9,29.5,89,96,70,100,21,14.3,5.7,7.9,2.6,1011.9,1008.2
2024-04-16,32.2,24.9,5.30,12.0,14.4,95,21.35,27.9,85,40,1009.0,32.8,95,98,68,98,5,17.5,6.7,4.3,2.0,1010.5,1006.3
2024-04-17,31.9,24.1,8.50,9.0,14.3,214,19.43,26.8,88,93,1008.6,31.0,214,98,69,100,35,16.1,5.5,5.0,0.8,1009.8,1006.8
2024-04-18,31.8,23.8,8.00,11.0,8.7,90,20.74,27.0,87,75,1008.2,27.4,90,99,67,100,1,13.4,4.7,3.6,1.3,1010.0,1005.6
2024-04-19,31.9,24.1,4.80,9.0,10.3,111,19.50,27.2,87,94,1007.2,28.1,111,98,66,100,34,12.5,4.4,4.0,1.8,1008.8,1004.8
2024-04-20,32.5,24.8,14.10,8.0,13.6,83,18.45,27.4,87,100,1007.2,32.0,83,99,63,100,99,15.3,5.6,5.4,0.8,1009.4,1004.8
2024-04-21,31.4,24.2,28.50,13.0,8.6,113,14.34,26.7,90,100,1008.4,21.2,113,98,72,100,94,12.4,4.0,6.1,1.5,1010.3,1006.2
2024-04-22,32.5,23.8,2.90,7.0,8.9,120,20.12,27.8,86,92,1007.5,22.0,120,99,62,100,32,11.6,4.3,4.3,0.4,1009.7,1004.6
2024-04-23,31.4,25.0,12.30,12.0,9.5,313,16.78,27.5,88,97,1007.5,23.8,313,98,72,100,72,12.8,4.7,5.4,1.6,1009.2,1005.4
2024-04-24,32.5,24.2,16.30,12.0,8.7,162,19.64,27.5,86,95,1007.1,22.3,162,100,63,100,45,11.8,4.1,4.3,1.1,1008.5,1005.0
2024-04-25,30.9,24.4,20.10,19.0,8.9,92,16.71,27.1,88,100,1007.4,22.0,92,98,74,100,97,13.3,4.6,4.0,1.1,1009.2,1004.9
2024-04-26,32.9,24.4,11.50,14.0,11.0,99,18.56,27.3,88,98,1007.0,25.9,99,99,65,100,74,13.6,5.3,6.1,1.4,1008.6,1004.9
2024-04-27,32.4,24.7,26.40,11.0,14.3,96,17.01,27.0,89,100,1007.6,34.6,96,97,68,100,100,16.3,6.4,6.5,1.1,1009.7,1005.9
2024-04-28,33.0,24.0,0.30,2.0,11.5,49,20.39,28.0,84,79,1008.5,28.8,49,97,59,100,15,14.2,5.5,6.8,1.5,1009.8,1006.7
2024-04-29,33.3,24.4,3.60,4.0,13.7,119,20.52,28.6,80,88,1007.7,29.9,119,98,59,100,17,16.4,7.5,6.1,3.2,1009.2,1004.7
2024-04-30,32.4,24.9,8.60,14.0,8.3,339,18.09,28.0,85,100,1007.2,20.9,339,98,66,100,99,14.0,5.3,6.5,0.7,1008.5,1004.7
2024-05-01,30.8,24.0,13.90,19.0,8.1,14,12.12,27.2,89,99,1006.8,20.2,14,99,77,100,92,12.3,4.1,2.2,0.5,1008.5,1004.0
